# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-12-15 15:02:42 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04116000 GRAND RIVER AT IONIA, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04116000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	04116000	1953-06-08	2080	A
USGS	04116000	1953-06-09	2300	A
USGS	04116000	1953-06-10	2060	A
USGS	04116000	1953-06-11	1710	A
USGS	04116000	1953-06-12	1450	A
USGS	04116000	1953-06-13	1100	A
USGS	04116000	1953-06-14	929	A
USGS	04116000	1953-06-15	990	A
USGS	04116000	1953-06-16	766	A
USGS	04116000	1953-06-17	928	A
USGS	04116000	1953-06-18	699	A
USGS	04116000	1953-06-19	1060	A
USGS	04116000	1953-06-20	529	A
USGS	04116000	1953-06-21	499	A
USGS	04116000	1953-06-22	664	A
USGS	04116000	1953-06-23	563	A
USGS	04116000	1953-06-24	607	A
USGS	04116000	1953-06-25	671	A
USGS	04116000	1953-06-26	855	A
USGS	04116000	1953-06-27	761	A
USGS	04116000	1953-06-28	792	A
USGS	04116000	1953-06-29	824	A
USGS	04116000	1953-06-30	887	A
USGS	04116000	1953-07-01	916	A
USGS	04116000	1953-07-02	697	A
USGS	04116000	1953-07-03	712	A
USGS	04116000	1953-07-04	712	A
USGS	04116000	1953-07-05	661	A
USGS	04116000	1953-07-06	684	A
USGS	04116000	1953-07-07	712	A
USGS	04116000	1953-07-08	600	A
USGS	04116000	1953-07-09	928	A
USGS	04116000	1953-07-10	917	A
USGS	04116000	1953-07-11	598	A
USGS	04116000	1953-07-12	737	A
USGS	04116000	1953-07-13	414	A
USGS	04116000	1953-07-14	471	A
USGS	04116000	1953-07-15	404	A
USGS	04116000	1953-07-16	539	A
USGS	04116000	1953-07-17	388	A
USGS	04116000	1953-07-18	465	A
USGS	04116000	1953-07-19	496	A
USGS	04116000	1953-07-20	490	A
USGS	04116000	1953-07-21	340	A
USGS	04116000	1953-07-22	475	A
USGS	04116000	1953-07-23	533	A
USGS	04116000	1953-07-24	463	A
USGS	04116000	1953-07-25	418	A
USGS	04116000	1953-07-26	545	A
USGS	04116000	1953-07-27	385	A
USGS	04116000	1953-07-28	370	A
USGS	04116000	1953-07-29	558	A
USGS	04116000	1953-07-30	684	A
USGS	04116000	1953-07-31	666	A
USGS	04116000	1953-08-01	750	A
USGS	04116000	1953-08-02	581	A
USGS	04116000	1953-08-03	628	A
USGS	04116000	1953-08-04	466	A
USGS	04116000	1953-08-05	793	A
USGS	04116000	1953-08-06	742	A
USGS	04116000	1953-08-07	682	A
USGS	04116000	1953-08-08	1080	A
USGS	04116000	1953-08-09	1090	A
USGS	04116000	1953-08-10	753	A
USGS	04116000	1953-08-11	850	A
USGS	04116000	1953-08-12	966	A
USGS	04116000	1953-08-13	859	A
USGS	04116000	1953-08-14	621	A
USGS	04116000	1953-08-15	282	A
USGS	04116000	1953-08-16	432	A
USGS	04116000	1953-08-17	617	A
USGS	04116000	1953-08-18	179	A
USGS	04116000	1953-08-19	298	A
USGS	04116000	1953-08-20	284	A
USGS	04116000	1953-08-21	327	A
USGS	04116000	1953-08-22	311	A
USGS	04116000	1953-08-23	409	A
USGS	04116000	1953-08-24	503	A
USGS	04116000	1953-08-25	330	A
USGS	04116000	1953-08-26	138	A
USGS	04116000	1953-08-27	115	A
USGS	04116000	1953-08-28	275	A
USGS	04116000	1953-08-29	208	A
USGS	04116000	1953-08-30	376	A
USGS	04116000	1953-08-31	352	A
USGS	04116000	1953-09-01	226	A
USGS	04116000	1953-09-02	240	A
USGS	04116000	1953-09-03	250	A
USGS	04116000	1953-09-04	379	A
USGS	04116000	1953-09-05	576	A
USGS	04116000	1953-09-06	584	A
USGS	04116000	1953-09-07	451	A
USGS	04116000	1953-09-08	563	A
USGS	04116000	1953-09-09	265	A
USGS	04116000	1953-09-10	213	A
USGS	04116000	1953-09-11	230	A
USGS	04116000	1953-09-12	248	A
USGS	04116000	1953-09-13	314	A
USGS	04116000	1953-09-14	383	A
USGS	04116000	1953-09-15	314	A
USGS	04116000	1953-09-16	268	A
USGS	04116000	1953-09-17	255	A
USGS	04116000	1953-09-18	261	A
USGS	04116000	1953-09-19	222	A
USGS	04116000	1953-09-20	407	A
USGS	04116000	1953-09-21	568	A
USGS	04116000	1953-09-22	296	A
USGS	04116000	1953-09-23	293	A
USGS	04116000	1953-09-24	279	A
USGS	04116000	1953-09-25	284	A
USGS	04116000	1953-09-26	230	A
USGS	04116000	1953-09-27	323	A
USGS	04116000	1953-09-28	537	A
USGS	04116000	1953-09-29	292	A
USGS	04116000	1953-09-30	335	A
USGS	04116000	1953-10-01	256	A
USGS	04116000	1953-10-02	272	A
USGS	04116000	1953-10-03	145	A
USGS	04116000	1953-10-04	532	A
USGS	04116000	1953-10-05	723	A
USGS	04116000	1953-10-06	199	A
USGS	04116000	1953-10-07	360	A
USGS	04116000	1953-10-08	324	A
USGS	04116000	1953-10-09	134	A
USGS	04116000	1953-10-10	274	A
USGS	04116000	1953-10-11	158	A
USGS	04116000	1953-10-12	132	A
USGS	04116000	1953-10-13	265	A
USGS	04116000	1953-10-14	142	A
USGS	04116000	1953-10-15	127	A
USGS	04116000	1953-10-16	205	A
USGS	04116000	1953-10-17	202	A
USGS	04116000	1953-10-18	270	A
USGS	04116000	1953-10-19	250	A
USGS	04116000	1953-10-20	168	A
USGS	04116000	1953-10-21	277	A
USGS	04116000	1953-10-22	331	A
USGS	04116000	1953-10-23	366	A
USGS	04116000	1953-10-24	366	A
USGS	04116000	1953-10-25	355	A
USGS	04116000	1953-10-26	355	A
USGS	04116000	1953-10-27	306	A
USGS	04116000	1953-10-28	482	A
USGS	04116000	1953-10-29	596	A
USGS	04116000	1953-10-30	634	A
USGS	04116000	1953-10-31	450	A
USGS	04116000	1953-11-01	417	A
USGS	04116000	1953-11-02	469	A
USGS	04116000	1953-11-03	452	A
USGS	04116000	1953-11-04	435	A
USGS	04116000	1953-11-05	402	A
USGS	04116000	1953-11-06	448	A
USGS	04116000	1953-11-07	389	A
USGS	04116000	1953-11-08	374	A
USGS	04116000	1953-11-09	485	A
USGS	04116000	1953-11-10	445	A
USGS	04116000	1953-11-11	431	A
USGS	04116000	1953-11-12	443	A
USGS	04116000	1953-11-13	393	A
USGS	04116000	1953-11-14	342	A
USGS	04116000	1953-11-15	383	A
USGS	04116000	1953-11-16	458	A
USGS	04116000	1953-11-17	415	A
USGS	04116000	1953-11-18	405	A
USGS	04116000	1953-11-19	448	A
USGS	04116000	1953-11-20	451	A
USGS	04116000	1953-11-21	493	A
USGS	04116000	1953-11-22	430	A
USGS	04116000	1953-11-23	555	A
USGS	04116000	1953-11-24	565	A
USGS	04116000	1953-11-25	492	A
USGS	04116000	1953-11-26	442	A
USGS	04116000	1953-11-27	596	A
USGS	04116000	1953-11-28	562	A
