# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-01-07 14:22:16 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04116000 GRAND RIVER AT IONIA, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04116000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	04116000	2001-02-24	3810	A
USGS	04116000	2001-02-25	5490	A
USGS	04116000	2001-02-26	9020	A
USGS	04116000	2001-02-27	10500	A
USGS	04116000	2001-02-28	10300	A
USGS	04116000	2001-03-01	9390	A
USGS	04116000	2001-03-02	8190	A
USGS	04116000	2001-03-03	7130	A
USGS	04116000	2001-03-04	6400	A
USGS	04116000	2001-03-05	5980	A
USGS	04116000	2001-03-06	5500	A
USGS	04116000	2001-03-07	5050	A
USGS	04116000	2001-03-08	4620	A
USGS	04116000	2001-03-09	4370	A
USGS	04116000	2001-03-10	4000	A
USGS	04116000	2001-03-11	3800	A
USGS	04116000	2001-03-12	3770	A
USGS	04116000	2001-03-13	3840	A
USGS	04116000	2001-03-14	3740	A
USGS	04116000	2001-03-15	3790	A
USGS	04116000	2001-03-16	3800	A
USGS	04116000	2001-03-17	3910	A
USGS	04116000	2001-03-18	3780	A
USGS	04116000	2001-03-19	3610	A
USGS	04116000	2001-03-20	3340	A
USGS	04116000	2001-03-21	3300	A
USGS	04116000	2001-03-22	3300	A
USGS	04116000	2001-03-23	3070	A
USGS	04116000	2001-03-24	2890	A
USGS	04116000	2001-03-25	2890	A
USGS	04116000	2001-03-26	2750	A
USGS	04116000	2001-03-27	2700	A
USGS	04116000	2001-03-28	2500	A
USGS	04116000	2001-03-29	2420	A
USGS	04116000	2001-03-30	2390	A
USGS	04116000	2001-03-31	2310	A
USGS	04116000	2001-04-01	2380	A
USGS	04116000	2001-04-02	2350	A
USGS	04116000	2001-04-03	2370	A
USGS	04116000	2001-04-04	2300	A
USGS	04116000	2001-04-05	2320	A
USGS	04116000	2001-04-06	2380	A
USGS	04116000	2001-04-07	2800	A
USGS	04116000	2001-04-08	3160	A
USGS	04116000	2001-04-09	3290	A
USGS	04116000	2001-04-10	3590	A
USGS	04116000	2001-04-11	3340	A
USGS	04116000	2001-04-12	3550	A
USGS	04116000	2001-04-13	3480	A
USGS	04116000	2001-04-14	3160	A
USGS	04116000	2001-04-15	3010	A
USGS	04116000	2001-04-16	2860	A
USGS	04116000	2001-04-17	2750	A
USGS	04116000	2001-04-18	2670	A
USGS	04116000	2001-04-19	2610	A
USGS	04116000	2001-04-20	2530	A
USGS	04116000	2001-04-21	2660	A
USGS	04116000	2001-04-22	2900	A
USGS	04116000	2001-04-23	3300	A
USGS	04116000	2001-04-24	3810	A
USGS	04116000	2001-04-25	3930	A
USGS	04116000	2001-04-26	3700	A
USGS	04116000	2001-04-27	3300	A
USGS	04116000	2001-04-28	3010	A
USGS	04116000	2001-04-29	2750	A
USGS	04116000	2001-04-30	2570	A
USGS	04116000	2001-05-01	2510	A
USGS	04116000	2001-05-02	2550	A
USGS	04116000	2001-05-03	1920	A
USGS	04116000	2001-05-04	1800	A
USGS	04116000	2001-05-05	1880	A
USGS	04116000	2001-05-06	1780	A
USGS	04116000	2001-05-07	1710	A
USGS	04116000	2001-05-08	1620	A
USGS	04116000	2001-05-09	1660	A
USGS	04116000	2001-05-10	1580	A
USGS	04116000	2001-05-11	1720	A
USGS	04116000	2001-05-12	1650	A
USGS	04116000	2001-05-13	1620	A
USGS	04116000	2001-05-14	1560	A
USGS	04116000	2001-05-15	1810	A
USGS	04116000	2001-05-16	4370	A
USGS	04116000	2001-05-17	9310	A
USGS	04116000	2001-05-18	11800	A
USGS	04116000	2001-05-19	10700	A
USGS	04116000	2001-05-20	8890	A
USGS	04116000	2001-05-21	7270	A
USGS	04116000	2001-05-22	6050	A
USGS	04116000	2001-05-23	5220	A
USGS	04116000	2001-05-24	4510	A
USGS	04116000	2001-05-25	4150	A
USGS	04116000	2001-05-26	4020	A
USGS	04116000	2001-05-27	4060	A
USGS	04116000	2001-05-28	4420	A
USGS	04116000	2001-05-29	4920	A
USGS	04116000	2001-05-30	5000	A
USGS	04116000	2001-05-31	4800	A
USGS	04116000	2001-06-01	4490	A
USGS	04116000	2001-06-02	4380	A
USGS	04116000	2001-06-03	4610	A
USGS	04116000	2001-06-04	4700	A
USGS	04116000	2001-06-05	4500	A
USGS	04116000	2001-06-06	4270	A
USGS	04116000	2001-06-07	3890	A
USGS	04116000	2001-06-08	3640	A
USGS	04116000	2001-06-09	3400	A
USGS	04116000	2001-06-10	3150	A
USGS	04116000	2001-06-11	3030	A
USGS	04116000	2001-06-12	2950	A
USGS	04116000	2001-06-13	2760	A
USGS	04116000	2001-06-14	2620	A
USGS	04116000	2001-06-15	2450	A
USGS	04116000	2001-06-16	2420	A
USGS	04116000	2001-06-17	2510	A
USGS	04116000	2001-06-18	2140	A
USGS	04116000	2001-06-19	2160	A
USGS	04116000	2001-06-20	1890	A
USGS	04116000	2001-06-21	1810	A
USGS	04116000	2001-06-22	2130	A
USGS	04116000	2001-06-23	2370	A
USGS	04116000	2001-06-24	2310	A
USGS	04116000	2001-06-25	2180	A
USGS	04116000	2001-06-26	1840	A
USGS	04116000	2001-06-27	1850	A
USGS	04116000	2001-06-28	1630	A
USGS	04116000	2001-06-29	1510	A
USGS	04116000	2001-06-30	1420	A
USGS	04116000	2001-07-01	1280	A
USGS	04116000	2001-07-02	1080	A
USGS	04116000	2001-07-03	1100	A
USGS	04116000	2001-07-04	1060	A
USGS	04116000	2001-07-05	850	A
USGS	04116000	2001-07-06	842	A
USGS	04116000	2001-07-07	869	A
USGS	04116000	2001-07-08	794	A
USGS	04116000	2001-07-09	689	A
USGS	04116000	2001-07-10	744	A
USGS	04116000	2001-07-11	735	A
USGS	04116000	2001-07-12	690	A
USGS	04116000	2001-07-13	645	A
USGS	04116000	2001-07-14	597	A
USGS	04116000	2001-07-15	596	A
USGS	04116000	2001-07-16	630	A
USGS	04116000	2001-07-17	598	A
USGS	04116000	2001-07-18	572	A
USGS	04116000	2001-07-19	537	A
USGS	04116000	2001-07-20	595	A
USGS	04116000	2001-07-21	628	A
USGS	04116000	2001-07-22	699	A
USGS	04116000	2001-07-23	661	A
USGS	04116000	2001-07-24	566	A
USGS	04116000	2001-07-25	607	A
USGS	04116000	2001-07-26	535	A
USGS	04116000	2001-07-27	432	A
USGS	04116000	2001-07-28	558	A
USGS	04116000	2001-07-29	625	A
USGS	04116000	2001-07-30	629	A
USGS	04116000	2001-07-31	712	A
USGS	04116000	2001-08-01	717	A
USGS	04116000	2001-08-02	598	A
USGS	04116000	2001-08-03	581	A
USGS	04116000	2001-08-04	580	A
USGS	04116000	2001-08-05	508	A
USGS	04116000	2001-08-06	512	A
USGS	04116000	2001-08-07	494	A
USGS	04116000	2001-08-08	461	A
USGS	04116000	2001-08-09	503	A
USGS	04116000	2001-08-10	532	A
USGS	04116000	2001-08-11	483	A
USGS	04116000	2001-08-12	475	A
USGS	04116000	2001-08-13	469	A
USGS	04116000	2001-08-14	396	A
USGS	04116000	2001-08-15	408	A
USGS	04116000	2001-08-16	481	A
USGS	04116000	2001-08-17	561	A
USGS	04116000	2001-08-18	565	A
USGS	04116000	2001-08-19	642	A
USGS	04116000	2001-08-20	609	A
USGS	04116000	2001-08-21	663	A
USGS	04116000	2001-08-22	698	A
USGS	04116000	2001-08-23	622	A
USGS	04116000	2001-08-24	694	A
USGS	04116000	2001-08-25	664	A
USGS	04116000	2001-08-26	622	A
USGS	04116000	2001-08-27	573	A
USGS	04116000	2001-08-28	572	A
USGS	04116000	2001-08-29	494	A
USGS	04116000	2001-08-30	504	A
USGS	04116000	2001-08-31	557	A
USGS	04116000	2001-09-01	576	A
USGS	04116000	2001-09-02	559	A
USGS	04116000	2001-09-03	511	A
USGS	04116000	2001-09-04	489	A
USGS	04116000	2001-09-05	485	A
USGS	04116000	2001-09-06	479	A
USGS	04116000	2001-09-07	429	A
USGS	04116000	2001-09-08	511	A
USGS	04116000	2001-09-09	573	A
USGS	04116000	2001-09-10	909	A
USGS	04116000	2001-09-11	942	A
USGS	04116000	2001-09-12	703	A
USGS	04116000	2001-09-13	720	A
USGS	04116000	2001-09-14	721	A
USGS	04116000	2001-09-15	594	A
USGS	04116000	2001-09-16	549	A
USGS	04116000	2001-09-17	585	A
USGS	04116000	2001-09-18	580	A
USGS	04116000	2001-09-19	614	A
USGS	04116000	2001-09-20	634	A
USGS	04116000	2001-09-21	718	A
USGS	04116000	2001-09-22	755	A
USGS	04116000	2001-09-23	885	A
USGS	04116000	2001-09-24	1000	A
USGS	04116000	2001-09-25	1030	A
USGS	04116000	2001-09-26	1050	A
USGS	04116000	2001-09-27	988	A
USGS	04116000	2001-09-28	907	A
USGS	04116000	2001-09-29	796	A
USGS	04116000	2001-09-30	790	A
USGS	04116000	2001-10-01	771	A
USGS	04116000	2001-10-02	745	A
USGS	04116000	2001-10-03	626	A
USGS	04116000	2001-10-04	658	A
USGS	04116000	2001-10-05	773	A
USGS	04116000	2001-10-06	969	A
USGS	04116000	2001-10-07	1000	A
USGS	04116000	2001-10-08	966	A
USGS	04116000	2001-10-09	1120	A
USGS	04116000	2001-10-10	1020	A
USGS	04116000	2001-10-11	1010	A
USGS	04116000	2001-10-12	1100	A
USGS	04116000	2001-10-13	1390	A
USGS	04116000	2001-10-14	1670	A
USGS	04116000	2001-10-15	2060	A
USGS	04116000	2001-10-16	2180	A
USGS	04116000	2001-10-17	3170	A
USGS	04116000	2001-10-18	3520	A
USGS	04116000	2001-10-19	3570	A
USGS	04116000	2001-10-20	3760	A
USGS	04116000	2001-10-21	3550	A
USGS	04116000	2001-10-22	3150	A
USGS	04116000	2001-10-23	3010	A
USGS	04116000	2001-10-24	3260	A
USGS	04116000	2001-10-25	4490	A
USGS	04116000	2001-10-26	4690	A
USGS	04116000	2001-10-27	4950	A
USGS	04116000	2001-10-28	4780	A
USGS	04116000	2001-10-29	4360	A
USGS	04116000	2001-10-30	3960	A
USGS	04116000	2001-10-31	3670	A
USGS	04116000	2001-11-01	3340	A
USGS	04116000	2001-11-02	3180	A
USGS	04116000	2001-11-03	3190	A
USGS	04116000	2001-11-04	3170	A
USGS	04116000	2001-11-05	3180	A
USGS	04116000	2001-11-06	3050	A
USGS	04116000	2001-11-07	2840	A
USGS	04116000	2001-11-08	2620	A
USGS	04116000	2001-11-09	2450	A
USGS	04116000	2001-11-10	2340	A
USGS	04116000	2001-11-11	2220	A
USGS	04116000	2001-11-12	2140	A
USGS	04116000	2001-11-13	2040	A
USGS	04116000	2001-11-14	1960	A
USGS	04116000	2001-11-15	2020	A
USGS	04116000	2001-11-16	1980	A
USGS	04116000	2001-11-17	1870	A
USGS	04116000	2001-11-18	1760	A
USGS	04116000	2001-11-19	1790	A
USGS	04116000	2001-11-20	1800	A
USGS	04116000	2001-11-21	1770	A
USGS	04116000	2001-11-22	1660	A
USGS	04116000	2001-11-23	1630	A
USGS	04116000	2001-11-24	1590	A
USGS	04116000	2001-11-25	1820	A
USGS	04116000	2001-11-26	2230	A
USGS	04116000	2001-11-27	2010	A
USGS	04116000	2001-11-28	1960	A
USGS	04116000	2001-11-29	1900	A
USGS	04116000	2001-11-30	2310	A
USGS	04116000	2001-12-01	3550	A
USGS	04116000	2001-12-02	3680	A
USGS	04116000	2001-12-03	3420	A
USGS	04116000	2001-12-04	3360	A
USGS	04116000	2001-12-05	3170	A
USGS	04116000	2001-12-06	3030	A
USGS	04116000	2001-12-07	2840	A
USGS	04116000	2001-12-08	2620	A
USGS	04116000	2001-12-09	2590	A
USGS	04116000	2001-12-10	2520	A
USGS	04116000	2001-12-11	2330	A
USGS	04116000	2001-12-12	2320	A
USGS	04116000	2001-12-13	2200	A
USGS	04116000	2001-12-14	2260	A
USGS	04116000	2001-12-15	2400	A
USGS	04116000	2001-12-16	2540	A
USGS	04116000	2001-12-17	2890	A
USGS	04116000	2001-12-18	3360	A
USGS	04116000	2001-12-19	3470	A
USGS	04116000	2001-12-20	3690	A
USGS	04116000	2001-12-21	3590	A
USGS	04116000	2001-12-22	3290	A
USGS	04116000	2001-12-23	3240	A
USGS	04116000	2001-12-24	3090	A
USGS	04116000	2001-12-25	2970	A
USGS	04116000	2001-12-26	2810	A
USGS	04116000	2001-12-27	2550	A
USGS	04116000	2001-12-28	2200	A:e
USGS	04116000	2001-12-29	2000	A:e
USGS	04116000	2001-12-30	1860	A:e
USGS	04116000	2001-12-31	1760	A:e
USGS	04116000	2002-01-01	1690	A:e
USGS	04116000	2002-01-02	1640	A:e
USGS	04116000	2002-01-03	1600	A:e
USGS	04116000	2002-01-04	1560	A:e
USGS	04116000	2002-01-05	1540	A:e
USGS	04116000	2002-01-06	1530	A:e
USGS	04116000	2002-01-07	1530	A:e
USGS	04116000	2002-01-08	1570	A:e
USGS	04116000	2002-01-09	1650	A
USGS	04116000	2002-01-10	1750	A
USGS	04116000	2002-01-11	1840	A
USGS	04116000	2002-01-12	1930	A
USGS	04116000	2002-01-13	1970	A
USGS	04116000	2002-01-14	2000	A
USGS	04116000	2002-01-15	2060	A
USGS	04116000	2002-01-16	2210	A
USGS	04116000	2002-01-17	2240	A
USGS	04116000	2002-01-18	2260	A
USGS	04116000	2002-01-19	2100	A
USGS	04116000	2002-01-20	2090	A
USGS	04116000	2002-01-21	2120	A
USGS	04116000	2002-01-22	1980	A
USGS	04116000	2002-01-23	2000	A
USGS	04116000	2002-01-24	2180	A
USGS	04116000	2002-01-25	2210	A
USGS	04116000	2002-01-26	2210	A
USGS	04116000	2002-01-27	2220	A
USGS	04116000	2002-01-28	2170	A
USGS	04116000	2002-01-29	2060	A
USGS	04116000	2002-01-30	2030	A
USGS	04116000	2002-01-31	2070	A
USGS	04116000	2002-02-01	2090	A
USGS	04116000	2002-02-02	2010	A
USGS	04116000	2002-02-03	2010	A
USGS	04116000	2002-02-04	2020	A
USGS	04116000	2002-02-05	1910	A
USGS	04116000	2002-02-06	1940	A
USGS	04116000	2002-02-07	1920	A
USGS	04116000	2002-02-08	2030	A
USGS	04116000	2002-02-09	2030	A
USGS	04116000	2002-02-10	2200	A
USGS	04116000	2002-02-11	2590	A
USGS	04116000	2002-02-12	2820	A
USGS	04116000	2002-02-13	2860	A
USGS	04116000	2002-02-14	2850	A
USGS	04116000	2002-02-15	2730	A
USGS	04116000	2002-02-16	2730	A
USGS	04116000	2002-02-17	2720	A
USGS	04116000	2002-02-18	2740	A
USGS	04116000	2002-02-19	2650	A
USGS	04116000	2002-02-20	3010	A
USGS	04116000	2002-02-21	4830	A
USGS	04116000	2002-02-22	5340	A
USGS	04116000	2002-02-23	5290	A
USGS	04116000	2002-02-24	5020	A
USGS	04116000	2002-02-25	4680	A
USGS	04116000	2002-02-26	4380	A
USGS	04116000	2002-02-27	4210	A
USGS	04116000	2002-02-28	4010	A
USGS	04116000	2002-03-01	3780	A
USGS	04116000	2002-03-02	3590	A
USGS	04116000	2002-03-03	3770	A
USGS	04116000	2002-03-04	4160	A
USGS	04116000	2002-03-05	4270	A
USGS	04116000	2002-03-06	4100	A
USGS	04116000	2002-03-07	3830	A
USGS	04116000	2002-03-08	3750	A
USGS	04116000	2002-03-09	5540	A
USGS	04116000	2002-03-10	7440	A
USGS	04116000	2002-03-11	8420	A
USGS	04116000	2002-03-12	8200	A
USGS	04116000	2002-03-13	7570	A
USGS	04116000	2002-03-14	6910	A
USGS	04116000	2002-03-15	6270	A
USGS	04116000	2002-03-16	5670	A
USGS	04116000	2002-03-17	5120	A
USGS	04116000	2002-03-18	4610	A
USGS	04116000	2002-03-19	4210	A
USGS	04116000	2002-03-20	3880	A
USGS	04116000	2002-03-21	3630	A
USGS	04116000	2002-03-22	3460	A
USGS	04116000	2002-03-23	3200	A
USGS	04116000	2002-03-24	3010	A
USGS	04116000	2002-03-25	2880	A
USGS	04116000	2002-03-26	2680	A
USGS	04116000	2002-03-27	2580	A
USGS	04116000	2002-03-28	2440	A
USGS	04116000	2002-03-29	2460	A
USGS	04116000	2002-03-30	2600	A
USGS	04116000	2002-03-31	2600	A
USGS	04116000	2002-04-01	2490	A
USGS	04116000	2002-04-02	2530	A
USGS	04116000	2002-04-03	2970	A
USGS	04116000	2002-04-04	2990	A
USGS	04116000	2002-04-05	2900	A
USGS	04116000	2002-04-06	2860	A
USGS	04116000	2002-04-07	2750	A
USGS	04116000	2002-04-08	2790	A
USGS	04116000	2002-04-09	4570	A
USGS	04116000	2002-04-10	5670	A
USGS	04116000	2002-04-11	5630	A
USGS	04116000	2002-04-12	5300	A
USGS	04116000	2002-04-13	4940	A
USGS	04116000	2002-04-14	4550	A
USGS	04116000	2002-04-15	4190	A
USGS	04116000	2002-04-16	3990	A
USGS	04116000	2002-04-17	3730	A
USGS	04116000	2002-04-18	3500	A
USGS	04116000	2002-04-19	3250	A
USGS	04116000	2002-04-20	3160	A
USGS	04116000	2002-04-21	2950	A
USGS	04116000	2002-04-22	2800	A
USGS	04116000	2002-04-23	2750	A
USGS	04116000	2002-04-24	2660	A
USGS	04116000	2002-04-25	2530	A
USGS	04116000	2002-04-26	2370	A
USGS	04116000	2002-04-27	2310	A
USGS	04116000	2002-04-28	2380	A
USGS	04116000	2002-04-29	2480	A
USGS	04116000	2002-04-30	2410	A
USGS	04116000	2002-05-01	2270	A
USGS	04116000	2002-05-02	2480	A
USGS	04116000	2002-05-03	2700	A
USGS	04116000	2002-05-04	2710	A
USGS	04116000	2002-05-05	2580	A
USGS	04116000	2002-05-06	2400	A
USGS	04116000	2002-05-07	2380	A
USGS	04116000	2002-05-08	2310	A
USGS	04116000	2002-05-09	2250	A
USGS	04116000	2002-05-10	2440	A
USGS	04116000	2002-05-11	2360	A
USGS	04116000	2002-05-12	3080	A
USGS	04116000	2002-05-13	4850	A
USGS	04116000	2002-05-14	4870	A
USGS	04116000	2002-05-15	4550	A
USGS	04116000	2002-05-16	4320	A
USGS	04116000	2002-05-17	4770	A
USGS	04116000	2002-05-18	5100	A
USGS	04116000	2002-05-19	4830	A
USGS	04116000	2002-05-20	4410	A
USGS	04116000	2002-05-21	3970	A
USGS	04116000	2002-05-22	3600	A
USGS	04116000	2002-05-23	3370	A
USGS	04116000	2002-05-24	3160	A
USGS	04116000	2002-05-25	2900	A
USGS	04116000	2002-05-26	2780	A
USGS	04116000	2002-05-27	2620	A
USGS	04116000	2002-05-28	2480	A
USGS	04116000	2002-05-29	2320	A
USGS	04116000	2002-05-30	2400	A
USGS	04116000	2002-05-31	2530	A
USGS	04116000	2002-06-01	2500	A
USGS	04116000	2002-06-02	2270	A
USGS	04116000	2002-06-03	2180	A
USGS	04116000	2002-06-04	2250	A
USGS	04116000	2002-06-05	2860	A
USGS	04116000	2002-06-06	2820	A
USGS	04116000	2002-06-07	2550	A
USGS	04116000	2002-06-08	2300	A
USGS	04116000	2002-06-09	2010	A
USGS	04116000	2002-06-10	1890	A
USGS	04116000	2002-06-11	1710	A
USGS	04116000	2002-06-12	1700	A
USGS	04116000	2002-06-13	1580	A
USGS	04116000	2002-06-14	1510	A
USGS	04116000	2002-06-15	1390	A
USGS	04116000	2002-06-16	1390	A
USGS	04116000	2002-06-17	1210	A
USGS	04116000	2002-06-18	1220	A
USGS	04116000	2002-06-19	1110	A
USGS	04116000	2002-06-20	1040	A
USGS	04116000	2002-06-21	1200	A
USGS	04116000	2002-06-22	1430	A
USGS	04116000	2002-06-23	1040	A
USGS	04116000	2002-06-24	1080	A
USGS	04116000	2002-06-25	922	A
USGS	04116000	2002-06-26	960	A
USGS	04116000	2002-06-27	1000	A
USGS	04116000	2002-06-28	885	A
USGS	04116000	2002-06-29	774	A
USGS	04116000	2002-06-30	706	A
USGS	04116000	2002-07-01	682	A
USGS	04116000	2002-07-02	713	A
USGS	04116000	2002-07-03	653	A
USGS	04116000	2002-07-04	624	A
USGS	04116000	2002-07-05	606	A
USGS	04116000	2002-07-06	564	A
USGS	04116000	2002-07-07	545	A
USGS	04116000	2002-07-08	458	A
USGS	04116000	2002-07-09	669	A
USGS	04116000	2002-07-10	773	A
