#
#
# US Geological Survey, Water Resources Data
# retrieved: 2014-11-20 15:56:47 EST	(natwebcaas01)
#
# This file contains USGS Monthly Statistics
#
# Note:The statistics generated are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit http://help.waterdata.usgs.gov/faq/about-statistics.
#
# Data heading explanations.
# agency_cd       -- agency code
# site_no         -- Site identification number
# parameter_cd    -- Parameter code
# station_nm      -- Site name
# loc_web_ds      -- Additional measurement description
#
# Data for the following 1 site(s) are contained in this file
# agency_cd   site_no      parameter_cd   station_nm (loc_web_ds)
# USGS        04109500     00060          PORTAGE RIVER AT PORTAGE LAKE RD NEAR MUNITH, MI
#
# Explanation of Parameter Codes
# parameter_cd	Parameter Name
# 00060         Discharge, cubic feet per second
#
# Data heading explanations.
# year_nu     ... Calendar year for value.
# month_nu    ... Month for value.
# mean_va     ... Mean of daily mean values for this month.
# count_nu    ... Number of values used in the calculation.
#
agency_cd	site_no	parameter_cd	dd_nu	loc_web_ds	year_nu	month_nu	mean_va	count_nu
USGS	04109500	00060	1		1952	8	5.79	31
USGS	04109500	00060	1		1952	9	5.91	30
USGS	04109500	00060	1		1952	10	5.99	31
USGS	04109500	00060	1		1952	11	15.9	30
USGS	04109500	00060	1		1952	12	26.2	31
USGS	04109500	00060	1		1953	1	21.0	31
USGS	04109500	00060	1		1953	2	19.1	28
USGS	04109500	00060	1		1953	3	66.6	31
USGS	04109500	00060	1		1953	4	46.3	30
USGS	04109500	00060	1		1953	5	36.2	31
USGS	04109500	00060	1		1953	6	16.3	30
USGS	04109500	00060	1		1953	7	6.73	31
USGS	04109500	00060	1		1953	8	5.50	31
USGS	04109500	00060	1		1953	9	1.96	30
USGS	04109500	00060	1		1953	10	2.43	31
USGS	04109500	00060	1		1953	11	5.90	30
USGS	04109500	00060	1		1953	12	10.2	31
USGS	04109500	00060	1		1954	1	7.99	31
USGS	04109500	00060	1		1954	2	55.7	28
USGS	04109500	00060	1		1954	3	85.2	31
USGS	04109500	00060	1		1954	4	111.6	30
USGS	04109500	00060	1		1954	5	41.6	31
USGS	04109500	00060	1		1954	6	86.5	30
USGS	04109500	00060	1		1954	7	22.2	31
USGS	04109500	00060	1		1954	8	7.68	31
USGS	04109500	00060	1		1954	9	5.19	30
USGS	04109500	00060	1		1954	10	87.4	31
USGS	04109500	00060	1		1954	11	45.9	30
USGS	04109500	00060	1		1954	12	39.0	31
USGS	04109500	00060	1		1955	1	50.6	31
USGS	04109500	00060	1		1955	2	27.6	28
USGS	04109500	00060	1		1955	3	98.3	31
USGS	04109500	00060	1		1955	4	50.8	30
USGS	04109500	00060	1		1955	5	25.9	31
USGS	04109500	00060	1		1955	6	20.2	30
USGS	04109500	00060	1		1955	7	7.68	31
USGS	04109500	00060	1		1955	8	6.43	31
USGS	04109500	00060	1		1955	9	2.82	30
USGS	04109500	00060	1		1955	10	11.3	31
USGS	04109500	00060	1		1955	11	27.3	30
USGS	04109500	00060	1		1955	12	14.5	31
USGS	04109500	00060	1		1956	1	7.27	31
USGS	04109500	00060	1		1956	2	14.7	29
USGS	04109500	00060	1		1956	3	80.4	31
USGS	04109500	00060	1		1956	4	86.2	30
USGS	04109500	00060	1		1956	5	149.6	31
USGS	04109500	00060	1		1956	6	29.5	30
USGS	04109500	00060	1		1956	7	9.21	31
USGS	04109500	00060	1		1956	8	6.86	31
USGS	04109500	00060	1		1956	9	3.81	30
